
User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1000166,P00034742,1,20,4,B,1,1,5,14,17,8843
1000166,P00049642,1,20,4,B,1,1,8,14,,9849
1000166,P00303642,1,23,4,B,1,1,8,14,,9812
1000166,P00071442,1,21,4,B,1,1,15,17,,16651
1000166,P00226442,1,23,4,B,1,1,11,15,,3172
1000166,P00110542,1,23,4,B,1,1,8,,,9942
1000166,P00014542,1,20,4,B,1,1,8,,,5966
1000166,P0098542,1,23,4,B,1,1,8,,,6182
1000166,P00231142,1,22,4,B,1,1,5,8,,5280
1000166,P00031542,1,23,4,B,1,1,5,,,5346
1000166,P00258742,1,23,4,B,1,1,5,,,8902
1000169,P00288042,1,32,7,B,3,0,8,,,7999
1000169,P00119142,1,27,7,B,3,0,3,4,12,5423
1000169,P00053842,1,27,7,B,3,0,4,5,12,1460
1000169,P00176042,1,27,7,B,3,0,8,17,,6146
1000169,P00116142,1,34,7,B,3,0,10,13,16,9732
1000169,P00089442,1,28,7,B,3,0,8,,,7861
1000169,P00128942,1,34,7,B,3,0,1,11,,15419
1000169,P00085442,1,30,7,B,3,0,12,14,,1434
1000169,P00322042,1,31,7,B,3,0,5,8,,6971
1000169,P00021742,1,31,7,B,3,0,5,,,7034
1000169,P00136542,1,27,7,B,3,0,5,8,,7013
1000169,P00139942,1,29,7,B,3,0,5,,,6898
1000169,P00194442,1,29,7,B,3,0,5,,,5139
1000169,P00100642,1,27,7,B,3,0,5,15,,5429
1000169,P00178442,1,29,7,B,3,0,5,,,5187
1000169,P00259342,1,34,7,B,3,0,5,9,,8655
1000169,P00251342,1,28,7,B,3,0,5,11,,5432
1000169,P00119742,1,34,7,B,3,0,5,8,12,7019
1000169,P00100842,1,33,7,B,3,0,5,,,6897
1000169,P00279642,1,29,7,B,3,0,7,,,8466
1000169,P00271142,1,32,7,B,3,0,5,,,8698
1000169,P00316742,1,30,7,B,3,0,4,5,,2750
1000169,P00285742,1,33,7,B,3,0,8,,,8015
1000169,P00193542,1,34,7,B,3,0,1,2,,19252
1000169,P00329342,1,32,7,B,3,0,5,,,5446
1000169,P00048142,1,27,7,B,3,0,1,16,,15800
1000169,P00042942,1,28,7,B,3,0,1,15,,15851
1000169,P00241242,1,29,7,B,3,0,1,11,15,15402
1000169,P00250542,1,32,7,B,3,0,4,5,,1454
1000170,P00111142,1,32,11,C,1,1,1,15,16,19696
1000170,P00113342,1,33,11,C,1,1,1,8,17,15745
1000171,P00100442,0,54,17,B,1,1,2,4,5,16018
1000172,P00346542,1,28,3,C,2,0,10,13,16,14070
1000173,P00084642,1,28,0,B,1,1,13,16,,759
1000173,P00279142,1,30,0,B,1,1,7,,,16590
1000173,P00028842,1,28,0,B,1,1,6,8,,20537
1000173,P00256542,1,27,0,B,1,1,6,13,,12662
1000173,P00272042,1,33,0,B,1,1,8,14,,9960
1000173,P00057642,1,29,0,B,1,1,1,15,16,15351
1000173,P00126142,1,27,0,B,1,1,8,16,,10013
1000173,P00348542,1,27,0,B,1,1,1,16,,11598
1000173,P00304442,1,34,0,B,1,1,1,16,,11563
1000173,P00370242,1,31,0,B,1,1,5,,,7184
1000173,P00310242,1,34,0,B,1,1,7,,,12739
1000173,P00350542,1,34,0,B,1,1,8,17,,6085
1000173,P00318942,1,32,0,B,1,1,8,16,,5909
1000173,P00323742,1,28,0,B,1,1,8,,,9786
1000173,P00150142,1,27,0,B,1,1,8,,,10074
1000173,P00062742,1,28,0,B,1,1,8,17,,8051
1000173,P00367042,1,31,0,B,1,1,8,,,8062
1000173,P00070042,1,33,0,B,1,1,1,2,16,7861
1000173,P00129642,1,30,0,B,1,1,5,,,5173
1000173,P00211942,1,31,0,B,1,1,8,,,9825
1000173,P00213742,1,27,0,B,1,1,8,,,10064
1000173,P00252842,1,33,0,B,1,1,8,,,9845
1000173,P00341342,1,34,0,B,1,1,1,8,17,19472
1000173,P00117342,1,27,0,B,1,1,1,8,13,11693
1000173,P00050242,1,34,0,B,1,1,8,,,8053
1000173,P00039942,1,27,0,B,1,1,8,,,6078
1000173,P00044342,1,31,0,B,1,1,8,,,5962
1000174,P00062842,1,32,16,C,2,0,1,2,13,15828
1000174,P00332242,1,29,16,C,2,0,1,16,,15864
1000174,P00112542,1,30,16,C,2,0,1,11,15,15864
1000174,P00113342,1,31,16,C,2,0,1,8,17,19396
1000174,P00145042,1,30,16,C,2,0,1,2,5,11457
1000174,P00090942,1,34,16,C,2,0,1,2,14,11823
1000174,P00048142,1,34,16,C,2,0,1,16,,15267
1000175,P00302742,0,33,2,B,1,0,8,,,9805
1000175,P00286842,0,29,2,B,1,0,5,8,,8766
1000175,P00102342,0,34,2,B,1,0,8,14,17,7918
1000175,P00274942,0,31,2,B,1,0,8,,,9995
1000175,P00104542,0,28,2,B,1,0,8,,,8113
1000175,P00360042,0,30,2,B,1,0,8,,,9749
1000175,P00085542,0,30,2,B,1,0,5,14,,6919
1000175,P00307642,0,34,2,B,1,0,5,6,,1772
1000175,P00052842,0,31,2,B,1,0,10,15,,23341
1000175,P00057542,0,31,2,B,1,0,3,4,5,10604
1000175,P00064042,0,31,2,B,1,0,3,4,12,10681
1000175,P00112142,0,33,2,B,1,0,1,2,14,19442
1000175,P00119142,0,32,2,B,1,0,3,4,12,8323
1000176,P00282842,0,22,3,C,1,0,5,,,5202
1000177,P00112142,1,54,1,B,3,1,1,2,14,19108
1000177,P00032842,1,54,1,B,3,1,8,,,9828
1000177,P00084442,1,54,1,B,3,1,13,16,,776
1000177,P00112542,1,54,1,B,3,1,1,11,15,11595
1000178,P00102542,1,55,17,A,2,1,8,,,7900
1000178,P00273442,1,55,17,A,2,1,12,14,17,1381
1000178,P00281542,1,55,17,A,2,1,5,,,7187
1000178,P00367542,1,55,17,A,2,1,5,,,5457
1000180,P00317842,1,49,12,C,4+,0,8,,,6086
1000180,P00337942,1,47,12,C,4+,0,5,,,5444
1000181,P00274942,1,20,17,C,1,0,8,,,9820
1000181,P00021742,1,23,17,C,1,0,5,,,8614
1000181,P00034042,1,24,17,C,1,0,1,2,16,15825
1000181,P00113142,1,21,17,C,1,0,1,5,12,19050
1000181,P00346942,1,21,17,C,1,0,1,5,,11763
1000181,P00221942,1,19,17,C,1,0,1,8,,11639
1000181,P00035842,1,22,17,C,1,0,5,6,9,7090
1000181,P00000142,1,19,17,C,1,0,3,4,5,5396
1000181,P00288342,1,23,17,C,1,0,8,,,9979
1000181,P00115542,1,21,17,C,1,0,8,,,7938
1000181,P00003642,1,19,17,C,1,0,8,,,8141
1000182,P00370242,1,21,4,C,0,0,5,,,8576
1000182,P00000142,1,24,4,C,0,0,3,4,5,13301
1000182,P00289942,1,23,4,C,0,0,3,4,5,11048
1000182,P00161442,1,21,4,C,0,0,5,14,,5359
1000182,P00321942,1,23,4,C,0,0,5,,,8862
1000182,P00028842,1,23,4,C,0,0,6,8,,16234
1000183,P00100142,0,49,1,B,1,1,10,16,,14334
1000183,P00039942,0,47,1,B,1,1,8,,,9941
1000183,P00057542,0,47,1,B,1,1,3,4,5,13275
1000183,P00313542,0,47,1,B,1,1,5,8,,8690
1000183,P00117442,0,49,1,B,1,1,5,14,,6916
1000183,P00120142,0,47,1,B,1,1,5,,,8788
1000183,P00129742,0,48,1,B,1,1,5,8,,7142
1000184,P00068042,0,30,0,C,4+,1,3,4,,7954
1000184,P00339542,0,27,0,C,4+,1,1,,,15466
1000184,P00003442,0,30,0,C,4+,1,4,5,8,3427
1000184,P00189842,0,31,0,C,4+,1,3,4,5,13601
1000185,P00182742,1,47,0,C,0,0,1,2,14,15327
1000185,P00147942,1,48,0,C,0,0,1,16,,15780
1000185,P00020342,1,49,0,C,0,0,1,2,,8200
1000186,P00111142,1,20,5,C,0,0,1,15,16,19452
1000186,P00172842,1,23,5,C,0,0,3,4,,10834
1000186,P00262242,1,23,5,C,0,0,1,11,16,15614
1000187,P00317942,0,48,1,B,1,0,8,16,,8127
1000187,P00158142,0,48,1,B,1,0,8,,,9776
1000187,P00002142,0,48,1,B,1,0,1,5,8,15560
1000187,P00247742,0,47,1,B,1,0,8,,,10055
1000187,P00092642,0,47,1,B,1,0,5,8,,5232
1000187,P00051142,0,47,1,B,1,0,8,,,5832
1000187,P00005642,0,48,1,B,1,0,8,,,9912
1000187,P00102242,0,49,1,B,1,0,8,12,,7801
1000187,P00283242,0,49,1,B,1,0,5,8,,7031
1000187,P00017742,0,49,1,B,1,0,8,14,,8053
1000187,P00309542,0,47,1,B,1,0,5,14,,7039
1000187,P00247642,0,47,1,B,1,0,7,,,20771
1000187,P0009942,0,48,1,B,1,0,5,,,7052
1000187,P00155742,0,49,1,B,1,0,8,,,10075
1000187,P00250842,0,47,1,B,1,0,8,,,8000
1000187,P00152442,0,47,1,B,1,0,8,,,7876
1000187,P00234842,0,47,1,B,1,0,5,6,16,7036
1000187,P00283942,0,48,1,B,1,0,5,,,8897
1000187,P00211142,0,49,1,B,1,0,5,,,6911
1000187,P00023642,0,47,1,B,1,0,8,12,,7879
1000187,P00161442,0,47,1,B,1,0,5,14,,6907
1000188,P00255842,1,55,16,C,2,0,16,,,12379
1000188,P00307542,1,55,16,C,2,0,1,15,,11916
1000188,P00250642,1,55,16,C,2,0,11,,,4678
1000188,P00284042,1,55,16,C,2,0,8,17,,8022
1000190,P00238442,1,33,17,A,1,0,6,,,12235
1000190,P00125342,1,27,17,A,1,0,11,,,4508
1000190,P00367242,1,31,17,A,1,0,11,,,4686
1000190,P00059742,1,30,17,A,1,0,1,11,15,11823
1000191,P00158542,1,19,4,C,1,1,5,6,13,8861
1000192,P00208742,1,21,1,B,2,0,1,6,16,12001
1000192,P00270242,1,24,1,B,2,0,8,,,10012
1000192,P00111142,1,24,1,B,2,0,1,15,16,15294
1000192,P0095142,1,24,1,B,2,0,2,4,,6727
1000192,P00023142,1,20,1,B,2,0,5,14,,3713
1000192,P00151742,1,22,1,B,2,0,8,15,16,6015
1000192,P00061142,1,21,1,B,2,0,8,16,,7918
1000192,P00159542,1,24,1,B,2,0,10,15,16,9565
1000192,P00127842,1,19,1,B,2,0,1,2,15,11428
1000192,P00025442,1,22,1,B,2,0,1,2,9,15223
1000192,P00127342,1,23,1,B,2,0,1,2,15,8108
1000192,P00153742,1,21,1,B,2,0,8,,,6003
1000192,P00117742,1,21,1,B,2,0,8,,,5849
1000192,P00143342,1,22,1,B,2,0,1,14,16,4004
1000192,P00277542,1,19,1,B,2,0,1,6,15,4135
1000192,P00324942,1,19,1,B,2,0,5,,,5354
1000193,P00092242,0,49,15,C,1,1,5,8,,5311
1000193,P00085242,0,49,15,C,1,1,8,14,17,10018
1000193,P00119342,0,47,15,C,1,1,10,13,,19149
1000193,P00150342,0,49,15,C,1,1,8,14,,9862
1000193,P00115942,0,47,15,C,1,1,8,17,,7922
1000193,P00355942,0,47,15,C,1,1,8,13,,7880
1000193,P00013342,0,47,15,C,1,1,7,,,12662
1000193,P00089542,0,49,15,C,1,1,5,,,5447
1000193,P00107642,0,47,15,C,1,1,5,,,5362
1000194,P00085242,0,16,10,C,3,0,8,14,17,8104
1000194,P00322342,0,4,10,C,3,0,5,14,,7160
1000195,P00031042,1,30,12,B,4+,1,8,,,9761
1000195,P00267142,1,29,12,B,4+,1,8,12,,9985
1000195,P00021842,1,29,12,B,4+,1,5,8,14,8859
1000195,P00019142,1,28,12,B,4+,1,11,15,,6090
1000195,P00182242,1,33,12,B,4+,1,1,5,6,15545
1000195,P00104542,1,29,12,B,4+,1,8,,,9865
1000195,P00143342,1,33,12,B,4+,1,1,14,16,4163
1000195,P00050342,1,30,12,B,4+,1,5,8,17,6916
1000195,P0099742,1,29,12,B,4+,1,3,4,5,8182
1000195,P00212342,1,33,12,B,4+,1,8,,,9992
1000195,P00277542,1,31,12,B,4+,1,1,6,15,11896
1000195,P00153642,1,30,12,B,4+,1,8,,,7784
1000195,P00244042,1,30,12,B,4+,1,1,2,15,11594
1000195,P00049442,1,30,12,B,4+,1,1,8,,15310
1000195,P00068942,1,31,12,B,4+,1,5,,,5392
1000195,P00029842,1,30,12,B,4+,1,8,,,10004
1000195,P00226442,1,28,12,B,4+,1,11,15,,1761
1000195,P00089242,1,27,12,B,4+,1,2,5,,12890
1000195,P00037142,1,29,12,B,4+,1,1,2,5,19482
1000195,P00322742,1,34,12,B,4+,1,8,11,,6199
1000195,P00168742,1,34,12,B,4+,1,1,5,,11817
1000195,P00136442,1,31,12,B,4+,1,14,,,7670
1000195,P00324942,1,34,12,B,4+,1,5,,,6875
1000195,P00256642,1,33,12,B,4+,1,5,,,5401
1000195,P00158242,1,33,12,B,4+,1,6,8,,20060
1000195,P00357942,1,28,12,B,4+,1,8,14,,9862
1000195,P00003642,1,28,12,B,4+,1,8,,,7971
1000195,P00183142,1,32,12,B,4+,1,15,,,21224
1000195,P00241642,1,33,12,B,4+,1,1,2,11,12096
1000195,P00042842,1,30,12,B,4+,1,5,,,7178
1000195,P00330042,1,34,12,B,4+,1,5,,,6988
1000195,P00038342,1,30,12,B,4+,1,2,4,,16477
